author,text,label
@memet9692,wah konten yang sanagt bagus semangat bang,positive
@rzlsndi5761,install valorant fps client rendah wkwkkwkwk,negative
@inferno72229,dont give them any idea bro apa ga tambah ngebadut itu xi lu rekomenin harga juta harusnya aja king,negative
@mohasrori8452,sangat membantu pak tutorialnya jelas dan detail sangat mudah di pahami khususnya buat orang seperti saya yang masih belajar v,positive
@tokyohadito2146,ngakak pas bang david langsung buang charger nya,negative
@milyars2861,kita yang orang awam harus berterimakasih kepada bang david karena mereviu hp ini,positive
@danieldonnypelupessy594,bergetar tuh toko yang jual hape abal kalau bang david review seperti bareskrim tegas dan tajam seperti lagi bap,negative
@Bagus851,akhirnya liat bang david lempar charger buruk nice bang,negative
@fahri.hamzah235,konsep kapal api buat kemasan emang gak ngotak gula aren tapi gambarnya tebu,neutral
@iypchannel04,lebih baik beli hp seken jtan deh daripada hp hdc atau kaya ginian wkwkkwk terima kasih bang david,negative
@frankiemaguwi5899,pertama kalinya saya lihat xiaomi dibikin kw lihat hp kw ini jadi keinget dengan xiaomi redmi desainnya mirip banget sebelumnya iphone dibikin hdc sekarang xiaomi yang dibikin versi hdc,negative
@dimasputraramadhan1260,finnaly david speak up soal hp ampas ini gua kasian sama yang udah beli hp ini terus di jual di fjb facebook yang ada malah dihujat gara dia beli hp ampas terima kasih bang david bijak lah dalam membeli sesuatu,negative
@NightCrow2024,kadang xiaomi indonesia jgn ketrigger juga tapi ambil hikmahnya disini ga hanya di hujat negatif tapi ada juga yang di puji ama mas kutang disini posisi mas kutang ini netral dan sebagian viewer ini sepemikiran dengan mas kutang bukan penyepong tapi lebih cerdas sumber skrng bnyk dri via internet ga bisa le tututpin sperti di jaman kebawah yang akses informasi masih terbatas be smart jgn nasib sperti nokia udh ga laku baru ngikutin keinginan konsumen udh telat,positive
@YumnaAlmahyra-yl4cz,sdh liat review dr beberapa youtuber termasuk dr mas david nanang mrk tentang starling ini dan ntuk saat ini cuma bs nelan ludah sambil disolawatin krn blm mampu beli tp sebenarnya produk ini sangat cocok skali di tempat sy di kepulauan selayar yang memang blank spot krn jauh dr bts seluler mdhan suatu saat bs memiliki starling ini krn bagaimana pun jg internet saat ini sdh jd kebutuhanamin,positive
@axx6580,kaum bumi gepeng ketar ketir yang katanya satelit itu ga ada akwowkwok,negative
@aryadarmawan08a64,jangan takut memulai gw lagi nabung,neutral
@dhayuningrum4415,sebagai pengguna hp xiaomi asli dari mistore aku cuma bisa ngakak sepanjang video inii apalagi pas bagian david bilang sambil emosii lamaaa bener kata david hp ini ngingetin jaman awal android masih pake advan parahnya lagi hp kek ginian sering banget keluar di beranda syopikuu yakali ah redmi note pro k hahaha,negative
@agtzayn,gara abang gw bikin pc pertma gw makasih banyak bangauto sub dahh,positive
@kliterantv,baru masuk n liat channel ini ketinggalan info buanyak pastinya gpp lebih baik telat dr pd tidak  sama sekali detail sekali penjelasan dari bang david asik bisa jadi standart utk pengetahuan ttg gadget nih terima kasih bang david u rules,positive
@Maulana0206,pertama kali rakit gw stuck di front panel gak ngerti apa itu ground disitu jam buat nguplek nyri di mbah google dan trnyta itu mudah klo sdh bisa tinggl cek buku manual kelar gak smpe semenit,negative
@masterjems8873,makasih abng aku yang baiksemogah dibri oleh tuhan yang maha kuasa berkah dan kesehatan bang klo bs bikin video cara memperbaiki kerusakkankerusakkan yang sering terjadi pd komputer cpu beserta cara mengukur dan mengganti komponenkomponennya yang rusak makasih abng salam damai dan salam elektronik indonesia semakin jaya,positive
@Firjean,review gt pro,negative
@wahyuaribassuki5805,terimakasih bangsering review hp yang viral tapi spek gimmick kaya ini contohnya kasian orang yang ga paham hp d goda sales padahal udah nabung buat beli hp,negative
@DSBZERO,review di komplek perumahan kota review di kebon,neutral
@alwie6418,para investor telekomunikasi indonesia pasti keringat dingin plus makan gak kenyang tidur gak nyenyak setelah starlink resmi masuk indonesia,negative
@dianaja9218,bang bikin konten bongkar nya bangg pengen liat keseluruhan hardware nyaaaa,positive
@1.8millionvolts87,duo cokmus dipadukan dengan editan gtid yang pas dan tidak berlebih mantap,positive
@umitomi2394,baru kali ini liat bang david lempar barang unboxing ternyata bang david kalo marah ngeri juga,negative
@gus.bro17,kalau dah video panjang aku wajib nntn sambil ngeteh dan ngemil karena saking seru nya liat bang kutang of the best,positive
@tinaanggraeny124,akhirnya liat cokmus lagi di yt frame bareng mari mempersatukan kaum death wood lagi,neutral
@lyra_saaa,bocil kehidupan gak tuh,negative
@gachapropo6066,total keseluruhan motherboard rb prosesor ram kesing psu hddrb vgarb fan prosesor spearpatbaut kabel kisaran ga menentu monitor total edit keyboard dan mouse rb total,neutral
@sahelgnbs807,saking terkejutnya bang david sampe gemeter gitu wkwkw,positive
@underfiveseconds6980,terimakasih gtid,positive
@Sadstoryvibess,padahal udah seneng mau beli hp baru dengan harga murah spek gak ngotakeh pas liat review gajadi dah,positive
@Wann4Cry,terima kasih kudet tech berkat chanel ini saya bisa rakit pc walaupun low end,positive
@fermanpangestu2403,iklan jokes gaming,neutral
@samisarbani,bang david lucu sekali saya lihatnya pun ikut tertawa bisa happy pagiterima kasih sehat selaluaamiin,positive
@wisataexposeduri6390,serius aku baru kali ini ngakak sampe sakit perut lihat david unboxing gadgetapalagi pas di part akhir tu mantap lah pokok nya buat david,positive
@al_fachrian5969,uhh mantappp udah detail nge review sejujurjujurnya lagi,positive
@kasirwarnet2990,joysticknya mengeras kah ketika dimainin,negative
@hepiputraraharja1065,mending beli hp bermerk aja deh walaupun spesifikasi terkentang yang penting tidak tertipu janji manis,negative
@kitkatkunmusic,walau gw telat tahun tpi gw suka banget intronya aowkwkwk btw sekarang masih worth it gak,positive
@ariefendi2688,makasih bang david tadi nya mau beliin buat anak karna murah terus pemasarannya yang super duper pinter nipu,positive
@orangkhilaf4424,kayaknya antum suka nonton qorygore nih pasti,positive
@jayagitasuryacandra9157,hati bang hp bajakan gitu rawan scamming jangan asal masukin email atau password apapun yang ter connect ke m banking atau apps lain dah bahaya banget mungkin tujuan si penjual hp selain mengambil keuntungan dengan jual murah dia juga bisa mendapat informasi gratis dri si pengguna hp tetep hati ya guys hp bekas pun juga rawan skrng sudah makin canggih untuk hal scamming,negative
@TaribunsTV,keren sekali mas bro review starlink indonesia wah mantap,positive
@gielbydwyp.barrung2715,tolong min kasih tau admin aisurix baik di tokped atau shopee ataupun admin aisurix yang liat komentar gw tolong chat gw di tokped dibalas masa iya gua beli vganya masih belum bulan no display di chat malah tidak dibalas,negative
@MohamadSalmanAlfarisi,ini baru konten hiburan karena bisa liat bang david kzl jadi terhibur dan juga mengedukasi,positive
@kukuh_711_andika,ya allah tabahkan lah hati bang david semoga beliau tidak pensiun dini setelah review barang deep web ini amin,positive
@expressaofficial6487,aku suka cara ngomongnya cepet tapi mantap buat dipahami semangat bang,positive
@gumelargungun8774,tni harus pengadaan nih buat anggota yang jaga di perbatasan buat ningkatin moral parajurit juga supaya bisa kontek sama keluarga plus biar selalu update informasi terkini,positive
@muhammadhizbulloh,gercep juga tadi siang syuting sekarang udah diupload,negative
@Anand5634,bang request rakitan pc dibawah k kalo ada kebutuhan cuma buat ketikan ms wordexcel aja bang barangkali ada syukur syukur power consumption nya rendah tenkyu bang,negative
@galtzar,akhirnya uncle coki bisa menonton video mma full hd p,neutral
@alfianrizkysetiangga5941,kelemahan leo orbit rendah bumi itu butuhin jumlah satelit yang lebih banyak lagi sih kalau ngelihat jangkauan ama satelitnya yang gerak gerak orbit super cepat nggak kek satelit geostasioner yang anteng gitu yang kecepatannya ngikutin kecepatan rotasi bumi dan yah katanya mas elon mau ngeluncurin satelit keren sih,positive
@zayniskndr7338,ini bukti betapa powerfull nya orang chinese karna telah meng summon pesugihan youtube,positive
@harumanihzapawana6838,review infinix gt pro nya kapan nih bang,neutral
@yurichinen1590,jeng ngakak wkwkwk,positive
@moehar-rohman,saya suka melihat xpresi david kena prank tapi saya yakin adsense video ini akan menghapus rasa kecewa,positive
@herbalsriaji,meningkatkan pengetahuan di daerah pelosok ini,neutral
@amsaldikristian3507,bang david lempar charger hatiku senang wkwkwkwkwk,positive
@rizkiandriansyah28,kelemahanmusuh yang paling gede dari internet satelit itu kalau ada iklan,negative
@Arthur-rc3uj,youtube  rekomen nya kaya gini dong bermanfaat haha mantap,positive
@ludhiansori9223,yang gw suka dari smartwatch huawei adalah gps nya yang super akurat dan ada altimeter yang juga sangat akurat btw gw pake huawei watch gt dan sangat puas dengan daya tahan baterai gps altimeter dan fitur lainnya,positive
@KA_mpung12,dua pemuda tersesat gak nyangka bakal di ketemukan di channel teknologi wkwk,negative
@darasamudra,bang david reviewer merah menyelamatkan masyarakat indonesia,neutral
@hadikurnia6056,kirain temen sblah ane bersuara,neutral
@rosmala9990,sebelum beli hp saya selalu liat review bang davit biar gak salah beli suka sama kontennya selalu jujur klw ngeriview sukses terus bang davit,positive
@natasyanidingham4357,buat temen yang lagi nabung buat rakit pc gaming dan editing smangat lagi ya nabung nya minimal jutaan lah biar dapat spec yang ga terlalu jadul nanggung jutaan spec jadul teknologi jadul fitur jadul,negative
@RBrill,saat bang david menyebutkan kalimat antutu seketika baterai nya pun kabur dari cangkangnya,neutral
@ten304,ngakak sih liatin bang david keknya review nih barang sambil gregetan nahan emosi wkwk,negative
@xaljoheck4609,gue masih tertawa melihat konten ini dari awal sampai akhir wkwkwk,negative
@lordmaldini2835,sering lihat hp ini pas live di tiktok promosinya menggiurkan juga sih tapi hanya berlaku bagi orang yang gampang di tipu sudah curiga pas tau harganya murah banget,negative
@susilowardani5000,conter magic pesulap merah conter brand hp hdc david disini,neutral
@surelink6791,bikin konten cara rakitnya dari copot semua sampe jadi bangg biarr bisa rakit sendiri,neutral
@blackred5155,udah gila apa,negative
@datakuantum9562,gua dulu pernah punya chipset deca coremediatek helio x di redmi note x ngebut tapi juga ngebul,negative
@balonudara540,kangen banget sama ini video keinget waktu itu nyari pc murah cuma buat main pb doang sama temen pas corona alhamdulillah balik lagi nonton ini make rtx ti bersyukur banget tengkyu videonya bang nostalgia banget wkwkw,positive
@karsemk934,sebagai user xiaomi saya merasa bangga ya ges ya produk kebanggaan kita sudah masuk meta,positive
@wandilaw6873,anjay kapal pi ikut nyumbang bang david tapi sayang saya suka nya kopi toraj,positive
@paijosaijo6920,harus hp kaya ini yang dimusnahkan di indonesia setuju,negative
@aldyprayudha7493,nonton lagi video legend yang membawa saya ke dunia rakit pc kaum mendang mending,negative
@scaramouche450,request dong pc kere hore barang baru semua jngn bekas susah nyarinya buat orang awam kek saya mungkin ada temen yang juga ngerasain,negative
@segokuceng2242,moga aja aku bisa nabung sampai k dan bisa beli pc lalu bikin konten yt dan setelah gajian semoga bisa memberangkatkan ortu ke tanah suci mekkah amiin,neutral
@Zaelani_FA699,semoga aja di liat sama orang yang tadinya pengen beliyang rela menabung berbulan bulan demi beli hp baru,negative
@vanillatwilight5291,mau gimanapun duo ini bakal ketarik bersama terus udah basic rule of the universe ini wkwkw,neutral
@ijal6788,jadi pengen bisa rakit mesin pc kek gitu biar bisa eksperimen hemat,neutral
@thisischannel3385,ketika deadwood pengen rakit pc ke sesama deadwood,neutral
@altherion8357,hbd cok mantap hadiah ulang tahunnya full set up studio untuk menonton mma pasti puas bgt layarnya lebar gitu,positive
@fatirsyad1157,terimakasih kakak untuk unboxing hpnya sangat bermanfaat sekali agar tidak banyak yang tertipu product murah terimakasih kakak semangat,positive
@plat_m6994,kenapa channel ini rame karena review jujur apa adanya,positive
@RezaZulmi25,srgb tapi paman liatnya rgb wkwk,negative
@aalfars_,hmmm kayaknya bagus nih aku udah punya monitor mouse keyboard tapi pcnya rusak kayaknya ini bisa dicoba,positive
@saiyanchan5645,kalau apple samsung dri dlu uda ad hehhe bahkan brand cina ngikut design nyatanda kutip gak habis pikir yang beli mau gengsi gak dapet mau spek pasti bohong apple samsung di kwin masih masuk akal,negative
@botaxel6273,gua ulang ulang terus njir dari hari pertama upload sampe sekarang we tonton buset,negative
@rev_anza012,separahparahnya speaker infinix gw yang nonton video ini pake hp infinix,negative
@NIxEDIT_,ini sangat membantu banget asli jadi di kampung saya tidak ada jaringan internet ada ya starlink ini merubah banget si asli kalau kalian konten creator taulah lah ya internet cepat buat apa sumpah terharu banget,positive
@yudsatriani,untuk pemasangan kabel tolong dijelaskan lebih detail mas msh bingung saya terimakasih,neutral
@nyxza6315,future rakit cuma gopek bisa main gta v ppx legend csgo dota tai dpr pun bisa,neutral
@blackpaperbold,masih pake yang gt pro ini jam ga rusak heran udah dipake snorkling renang lari kebentur pager rumah ga ada lecet parah kaca pun masih mulus tanpa pasang anti gores dari masih baru batre pun masih awet bisa minggu lebih kalo tanpa aod,positive
@ibnfr,kali kali bang bikin video edukasi tentang hp meledak pas charging bisa disebutin hardware pemicunya apa aja dan pas proses charging yang bener tuh kayak gimana biar ga banyak keulang lagi,negative
@bendotkram538,okeh yang mvp kali ini sih editornya,negative
@matakaumkecil,terima kasih bang david untuk share pengalaman serunya,positive
@ayamgoyeng652,kudet tech rakit pc temenya k buat main gta sama pubg gw maen di warnet v,neutral
@sangrakitpc8625,spek nya gak sesuai realita ram gb aslinya mb os android aslinya android lolipop rom gb aslinya gb baterai tanam tau taunya model lepaspasang wkwk  cepat  charging tapi boong hahah support g aslinya gitu cuma di mode aja sama user nakal biar keliatan g prosesor mtk core yakin gak tuhcoba cek pake aplikasi cpuid pasti cuma core dual speaker aslinya single speaker download cepat padahal super lemot tuh pas bang david install google play service gak kelar kelar dan akhirnya nyerah full hd video streaming padahal masih buffering di resolusi segitu mp front camera mp back camera aslinya kamera depan cuma mp dan kamera belakang cuma mp lens camera active padahal yang aktif cuma satu kamerasisanya cuma tempelan harga rb murah kok cuma rban gpu gaming aslinya enggak gaming gaming amat sihya cukup lah ya buat multimedia dan whatsappan yang lainnya jangan mengharap lebih,negative
@arismaulana639,yah sebenernya balik lagi ke salah satu prinsip dagang ada harga ada rupa pernah beberapa kali nemu hp ecek gini di marketplace lokal spek asli sama gambar desainnya jauh beda cuy di gambar desain hp nya layar gede nyaris tanpa bezel fisik super tipis aslinya zonk layar bahkan gak full kurleb mirip redmi gitu yang gak bener full layar bahkan diforum jual beli hp yang jual nd hp model beginian dijadikan lawakan atau antara kasihan karena jd korban php atau orglain ketawa karena dia ketipu pengen hp spek bagus harga gak masuk akal,negative
@dimastrianggonow8460,daerah pedalaman indonesia harus di subsidi dari pemerintah dari device sampai paket internet supaya warga disana terutama anak sekolah bisa dapet akses internet,neutral
@dimasaryo4236,motivasi banget ini sampe akhirnya sekarang dah pake rtx,positive
@mochamin6028,you are always an inspiration for low budgets,positive
@btvchannell,buat sekolah di pelosok pelosok ngebantu banget pemerintah cukup modalin dibawah juta dari pada internet kabel dana ilang internet menghilang,negative
@ajuniar,salut buat bang david sampe ke lapangan demi buktikan alat starlink mantap ini cocok banget di kampung saya pedalaman kalbar internetnya lelet banget dlu pernah ada ubiqu paketnya mahal banget rb mb kuota doank,positive
@Coachjustin.,tapi saya lebih suka kalau bang david ngeriview hp begian daripada hp premiumsoalnya ada edukasinya juga biar orang ga ketipu,positive
@Jau_harii,lagu bocil kematian,neutral
@panjirayrizki,keren banget cara baca beidou nya bener ya bener china huruf b dibaca p d dibaca t pernah punya rekan kerja orang china expatriate dia bilang tegal jadi tekal emang gitu aksennya guangzhou dibaca kuangchou ga tau bahasa mereka susah banyak huruf yang dibaca berbeda,positive
@PLOT.CHANNEL,duo ini no debat best of the best of the best,positive
@favianarya9745,mantap cocok buat yang pingin survive di hutan tapi masih pingin internetan sama bisa juga internet buat orang yang tinggal nya di mobil caravan yang suka pindah pindah jadi solusi cepat buat pc atau internetan lainnya,positive
@firafiraga7557,mantab lah seharusnya ditambahkan juga budget untuk monitor atau perangkat tambahan apapun untuk bisa menampilkannya ke layar dan spek segitu seharusnya ada nantinya yang hrs diutamakan utk diganti dengan yang lebih baik yaitu power supply sm hdd takutnya psu nya meleduk bhkn mempengaruhi motherboard dan hdd nya yang terlalu sedikit atau bisa jg pke tambahan hdd eksternal lebih aman,negative
@user-js5xg3cq3q,kl skdar ingin punya yh cukup lah tp mengharapkan lebih jauh dr harapan kdg kita terbuai harga dan gambar,negative
@Al-Hijjrah,harusnya hp ini di jual pada tahun pasti akan jadi hp terbaik sepanjang masa,positive
@PneskaOfficial,akhirnya ada yng bongkar juga,neutral
@GungKrisna12,casingnya pake tripleks monitornya pake yang inch tabung keyboardmouse votre earphone vido,neutral
@athawigunahariwibowo9899,nah konten kek gni bre yang menarik dan seru,positive
@GMRKR18,langsung rakit unit bikin warnet kere hore,neutral
@zahranurhalimah6496,pernah dibeliin hp kayak gini sama ayah waktu dia kira itu hp bener dan kebetulan ada di flashsale gitu pas dateng sama kayak yang di video tapi role modelnya hp vivo kepaksa pake hp itu sampe tahun cuma bisa pake wa dan baru bisa di pake sosmed lain tapi harus pake wifi camera kurang dari mp baterai cepet abis dan cepet bocor memori penyimpanan cuma gb kurang pokoknya rasanya pake hp itu selama tahun sangat sangat menguras kesabaran baterai sampe melendung dan sampe ga berani lagi megang hp itu akhirnya aku ga megang hp selama bulan,negative
@oditapinkypie9447,aku sangat merindu kalian berdua ngonten bareng coki muslim,positive
@paiinyong9541,jujur gw lebih suka bang david review hp kek gini sambil review biasa sambil ngelawak,positive
@jambrong1219,itu kayaknya android atau bang dan itu saya yakin pasti buildprop nya di ubah jadi android dan easter egg android nggak kayak begitu,negative
@vortex7155,dan kita kini telah resmi menamatkan hape jutaan kita absen dulu kita sebut nama yang ketik bang david absen pake emot,neutral
@nasitelur5554,episod bang,negative
@arselantronik6968,ngereview sambil ngelawak ini sih hp nya lawak bgt dah,negative
@akabahayato1978,keinginan saya untuk liat coki muslim satu frame terwujud berkat bang edwin terimakasih bang edwin ditunggu ya hadiah untuk saya paket pc gaming,positive
@awqorin2977,gila sih jadi nostalgia nonton video ini sblm kerja ngebayangin punya pc sekarang udah kerja malah males beli pc banyak keperluan yang lebih penting,negative
@iichikun8189,hanya koko monitor ini yang bisa mengembalikan duet cokmus ke youtube,neutral
@MuhammadHanif-tk7re,jiwa intel celeron ku bergetar dan iri,negative
@thiefofknowledge2915,sepengalamanku sebagai kaum awam soal gadget setiap cari hp di online shop selalu pilih toko official resmi bukan berpikir buruk sama toko yang bukan official tp lebih ke antisipasi supaya  tidak  kena tipu,positive
@notifylaptop1491,gg bisa mengundang mereka berdua keren,positive
@rsyrasyid,saya sebagai pengguna samsung exynos merasa senang sekali ada konten begini dari jagat,positive
@Tamayo.Sama2023,indonesia butuh bgt starlink ini banyak pulau terpencil yang belum tercover jaringan jangankan pulau di perkebunan aja kadang jarang dapat sinyal cocok bgt buat internetan di perkebunan sawit,positive
@kamaratas1297,ini bagus buat daerah daerah yang gak ada jaringan fiber optik atau orang orang yang suka traveling ke hutan dengan catatan gak hujan harga device nya mahal kall di banding pasang fiber optik dan biaya bulanan mirip mirip fiber optik buat yang tinngal di kota mah jelas pilih fiber optik karena lebih stabil udah ada yang review juga pas main game ping nya kacau terus sering mental padahal cuma mendung belum hujan tapi bener ini inovasi banget buat indonesia,positive
@Thezionic,lucu aja lihat bang david review ni hp antara semangat malas,neutral
@akmilsugiantoro5585,kemarin ada deh video kang kurir yang kasih info sama buyer yang pesen hp dengan spesifikasi ram gb dan rom gb itu hp abal dan harganya ema juta terus baeknya kang kurir setelah ngasih info ke buyernya klo hp itu hp abal dibantu buat return itu barang,negative
@user-jz5jv2ug8i,editor pasti berjuang keras disini awkkawkawkawk mantap sekali edisi kali ini awkkawkaw,positive
@dimasbayuramadan1359,bang nih tuker hp gua sama pc rakitan pengen banget gw punya pc kek orang orang,neutral
@Nydhorama,collab yang sangat tidak terduga,negative
@mujimuslam7154,jujur udah sering sih liat iklan beginian di facebook mulai dari yang mlesetin poco jadi pocq sampai samsunghuawei yang ikutan jadi korban juga,negative
@rizalagam-qc5kd,banyak yang bakal kebantu sih naik gunung bawa starlink itu bisa jadi pengalaman baru kayak bisa live atau berkabar pedalaman yang bisa berinternet semoga dengan adanya starlink ini keluar lagi yang lebih baik sama lebih murah biar internet lebih merata,positive
@azrakurnia2646,ini murah banget udh gak pake fup bisa dibawa kmn perbulan cuma k unlimited belinya cuma jtan wkwk,positive
@suryatejo7142,thanks bang edwin udh combackin host debat kusir tolong naikin gaji editor juga,neutral
@roseberrygamingid,nostalgia gw liat ini pas blm punya duit rakit taun lalu kebeli alhamdulillah buat yang masi sekolah atau kuliah semangat nabung aja plis jgn nyusahin ortu kalian kasian klo blm bisa kerja pinter cari sampingan diluar belajar aja,positive
@wildhankurniawan7192,yg beli hp ini udah jgn dipake biarin lah sejuta ya tidak bisa bang mereka kebanyakan yang kemakan kayak gini tu org berbudget paspasan tp pgn hp wah nah konten abang kayak gini seharusnya bisa menambah wawasan org yang seperti ini maju trs bang,negative
@bangjamz,sebagai pengguna huawei watch gt saya bisa bilang ke om ded bahwa emang batrenya huawei ini juara bagi saya pernah pake samsung galaxy watch dan apple watch se tetep kalah irit ga ada apanya orang tua saya pun saya belikan huawei band sama galaxy watch utk memantau kesehatan beliau akhirnya yang dipake huaweinya terus samsungnya cuma buat pajangan maaf utk pengguna smartwatch lain ini hanya review sebagai pengguna bukan fanboy,positive
@MrGylangap,cocok banget buat daerah maluku utara yang pelosok cuma ada sinyal telpon gsm telkomsel bakti mau internet aja susah cuma bisa sms sama telpon gsm,positive
@muhasrulsetiawan482,tempat wisata yang jauh dri jangkauan signal tower bisa punya wifi gratis haha listriknya pake batre panel surya,positive
@idasetyaw6941,momen epic,positive
@rennkurniawan390,apk moba ramah,positive
@itgroup4243,oh cmn an upload nyamalaysia dan singapore tanpa pake start link sudah di atas mbpswah indonesia sampai harus ngedatangin start linktp memang sih malaysia hanya pulau apalagi singapore hanya pulau keciljd lebih mudah untuk mereka membangun infrastruktur nyaini memang solusi si untuk indonesia di saat ini yang memiliki ribuan pulautp kedepan hrs bisa menyediakan sendiri kan kt ada telkomselbiar data warga indonesia tidak  bocor kemana,positive
@causalguide,keren dubbingnya,positive
@thomasandrian225,new hero unlocked red reviewer alias pengulas merah membongkar praktekpraktek marketing spek hp setinggi langit tapi kenyataannya sedalam parit,negative
@ransfans8527,bener bosss kasih mereka edukasi biar tidak gampang kesirep sama barang yang hara murah,negative
@HerianNoor,gara video ini gak jadi nabung buat beli pc gaming,negative
@kuzan9913,w masi bocah bang nanti dibilang sok pandai sm ortu pdhlya w sulit nya pas di kabel,negative
@fandynjul,baru kali ini liat david dipuncak frustrasi bahas hp yang sabar bang dan makasih udah mengedukasi viewer semua,positive
@widodocahyono9136,terima kasih udah mengedukasi penonton supaya lebih teliti lagi klo membeli hp secara online,positive
@nagatunggal6647,mantap bangjadi masyarakat di luar sana tau dan berfikir x mau beli hp murah kaya gitu,positive
@andrzz559,deskripsi nya singkatpadatjelas saat beli hp ini,positive
@saiacctv6219,fitur yang diperlukan bapak,neutral
@arcaneeee_,naikkan gaji editor kami segenap deadwood sangat berterima kasih karna telah mengingatkan kami dengan pingin siaran season dan season terima kasih,positive
@addripasha5935,durasi kenapa kasihan vid kan pilihan mereka makanya ada pepatah bergayalah sesuai isi dompet kalo saya juta lebih memilih hp bekas tapi masih bagus yang memang merknya lebih banyak dipakai meski speknya lebih rendah dari itu sparepartnya mudah daripada baru tapi merk nya masih asing yang kita juga gak tau diproduksi juga kah sparepart sama partisi lainnya,negative
@aufadio,terimakasih baginda yth dipertuan agung edwin tolong kepada mli mohon segera akuisisi editor gtid karena editannya lebih cocok daripada editor anda chaakssss,neutral
@NGamming07,kejujuran bang david apa pun di bicarakan dengan jujur soal brand,positive
@hafizmaulana9055,aku setiap mau bli hp selalu liat konten bang david,positive
@nozomi-pictures,akhirnya bro kutang oren satu ini roasting produk lagi,neutral
@cacingjamaica2787,ngamuk moment,negative
@minttu5381,rakitnya gampang nyari duit nya susah,negative
@myusufalfahrezyrezy3043,untung ada channel bang david yang menginspirasi tentang hp biar gak salah beli,positive
@magip8153,wih narasumbernya bambang pamungkas,neutral
@NenKaniknikatChannel07,hdc aja ada harga dirinya,negative
@ahmadfebriyanto806,banyak bang hp di jual online dalemnya custom semua dan ada juga yang tampilan mirip banget sama advan dari menu sampe menutab dan ram gb internal tapi penyimpanan buat nyimpen beberapa video mungkin gb udah blank hitam,negative
@harrysamawa805,gak percuma saya subscribe channel ini jujur nya pakai banget thank you david,positive
@wanziromoyza7472,gw salut bang sama review nya lu bang selalu jujur dan apa adanya  bagus  job,positive
@epistimimellontikos5452,savage bangett pas david buang chargenya,positive
@yuliantikyn4798,thanks bang sudah review tentang hp inikasihan yang gak tau di luar sana memaksa beli krn di embel embelin hp murah harga berkualitastapi nyatanya kita sudah lihat sendiri kaya gimana hp nya sehat truss bang,positive
@muhamadiqbal7012,coba tes devchek bang biar tau asli ramnya brpa,neutral
@fajrihkm9004,konten ini menginpirasi saya waktu smp tepat nya konten nya menginspirasi saya buat rakit pc akhirnya saya beli komponen nya satu satu dan saya pasang sendiri dan akhir nya alhamdulillah pc nya idup tapi no display sampe sekarang,positive
@ratna9851,endingnya buat ngakak wkwkwk slalu suka gaya bang david kalo review,positive
@hyprmetlfan123,akhirnya video panjang lagi jadi keinget nonton ditahun,negative
@maretho_gmk,makasih sudah mewakili sudah pernah ketipu sama hp paling parah dijual beli online,negative
@yamiikki4766,ini first time mereka muncul didepan kamera berdua lagi setelah pamit ga sih goks gtid,neutral
@mythiabatfordch,akhirnya rasa penasaran saya terbayar dddd,positive
@mamansuryaman5174,yang beli buat bangun rt rw net harus mikir mikir dulu masalahnya pihak starlink melarang untuk hal tsb harus mengajukan izin terlebih dahulu ke pihak starlink,negative
@asep022,buset bang david sampe gemeteran pegang hp super ini wkwk,negative
@briancusuanto7863,gila kangen bgt sm konten duo masmus ini,positive
@lamel6973,wong gendheng i want another one,neutral
@aidil3748,qorygore wkwk,negative
@kpw9006,wah impian ku kerja di pelosok jauh dari hirukpikuk metropolitan bisa terwujud selama ini bertahan di kota karena untuk internet stabil dan kencang,positive
@sisuneo9296,dari cuma jadi hipotesa coba buat video bongkar tuh charger bersama yang lebih pakar bandingkan dengan charger original penasaran apa aja yang disunat dari isi itu charger dan seberapa besar pengaruh bahayanya terhadap produk yang bakal dicharge,negative
@bwxcrew9527,sangat worth it untuk daerah blank spot dan harganya murah untuk kelas internet satelit mantap starlink,positive
@riyan0417,bisa rakit pc cuma k tapi g punya wifi v,neutral
@abukamila3570,tunggu ya orang madura ini buat kalian hahaha selama ini tiap kali mudik selalu pengen cepet balik ke surabaya lantaran susah sinyal target pasarnya cocok utk perkampungan di indo krn internet tidak merata,positive
@tufat9314,mantap bgt bang konten bang david selalu bermutu kren,positive
@kangudhi5305,efek tahun ini belum banyak keluaran hp baru dan akhirnya nyari hp ginian buat bahan konten,neutral
@sengekgatra5986,untuk yang naik kapal tujuan batam jakarta cocok bawah starlink,neutral
@ridwanajawofficial3069,kasian yang udah trlanjur beli hp rongsok mending beli hp second tp asli,negative
@FuadAmsyari,halo guys david emosi mantab bang terus terusan edukasi untuk hp hp ga jelas bnyk banget yang beli di online shop dan semua ketipu ato bnyk yang nyesel mantab bang sering sering cari hp kaya gini buat edukasi,positive
@pramudyaksatriabudiman9806,terima kasih ko edwin sudah mau menjadi partner mma coki,neutral
@daffaabyansyah2285,ternyata tidak buruk juga aku nonton gadgetin yang unboxing review hp sungguhan ilmu itu beragam macamnya,positive
@Gal0987,anjay di jokiin btw tidak kebayang klo uji coba scroll sosmednya pake hp gua,negative
@nugiaa4247,ngakak pas lihat bang david nyentuh charger nya beli hp hanya untuk nyusahin hidup,negative
@randisetiawan9789,salah satu chanel yutub yang intro ny gak gw skip v,neutral
