author,text,label,text_clean,text_tokenized,text_cleaned_slang,text_cleaned_stopword,text_stemmed_mps,text_lemmatized_nlp-id
@QWERTY-po6hz,itu samping lu nama nya siape bang,positive,itu samping lu nama nya siape bang,"['itu', 'samping', 'lu', 'nama', 'nya', 'siape', 'bang']","['itu', 'samping', 'lu', 'nama', 'nya', 'siape', 'bang']","['samping', 'lu', 'nama', 'siape', 'bang']",samping lu nama siape bang,"['samping', 'lu', 'nama', 'siape', 'bang']"
@sulthanvideography,cuma gtid yang bisa menyatukan cokmus di youtube,neutral,cuma gtid yang bisa gabungin cokmus di youtube,"['cuma', 'gtid', 'yang', 'bisa', 'gabungin', 'cokmus', 'di', 'youtube']","['cuma', 'gtid', 'yang', 'bisa', 'gabungin', 'cokmus', 'di', 'youtube']","['gtid', 'gabungin', 'cokmus', 'youtube']",gtid gabung cokmus youtube,"['gtid', 'gabungin', 'cokmus', 'youtube']"
@aris_saw,biar para operator di indonesia meningkatkan kualitasnya,neutral,biar para operator di indonesia meningkatkan kualitasnya,"['biar', 'para', 'operator', 'di', 'indonesia', 'meningkatkan', 'kualitasnya']","['biar', 'para', 'operator', 'di', 'indonesia', 'meningkatkan', 'kualitasnya']","['biar', 'operator', 'indonesia', 'meningkatkan', 'kualitasnya']",biar operator indonesia tingkat kualitas,"['biar', 'operator', 'indonesia', 'tingkat', 'kualitas']"
@zamrudzamrud2150,hp paling parah hdc aja masih ada harga dirinya nih gak ada harga dirinya sama sekali,negative,hp paling parah hdc aja masih ada harga dirinya nih gak ada harga dirinya sama sekali,"['hp', 'paling', 'parah', 'hdc', 'aja', 'masih', 'ada', 'harga', 'dirinya', 'nih', 'gak', 'ada', 'harga', 'dirinya', 'sama', 'sekali']","['hp', 'paling', 'parah', 'hdc', 'saja', 'masih', 'ada', 'harga', 'dirinya', 'nih', 'enggak', 'ada', 'harga', 'dirinya', 'sama', 'sekali']","['hp', 'parah', 'hdc', 'harga', 'nih', 'harga']",hp parah hdc harga ini harga,"['hp', 'parah', 'hdc', 'harga', 'nih', 'harga']"
@Rio_xdd,epic moment,positive,saat yang hebat,"['saat', 'yang', 'hebat']","['saat', 'yang', 'hebat']",['hebat'],hebat,['hebat']
@ambyarrrgaming9096,fyi bang itu setting di device information bisa di edit semau hati dulu gw juga gitu,neutral,fyi bang itu setting di device information bisa di edit semau hati dulu gw juga begitu,"['fyi', 'bang', 'itu', 'setting', 'di', 'device', 'information', 'bisa', 'di', 'edit', 'semau', 'hati', 'dulu', 'gw', 'juga', 'begitu']","['fyi', 'bang', 'itu', 'setting', 'di', 'device', 'information', 'bisa', 'di', 'edit', 'semau', 'hati', 'dulu', 'gue', 'juga', 'begitu']","['fyi', 'bang', 'setting', 'device', 'information', 'edit', 'semau', 'hati', 'gue']",fyi bang tting device information edit mau hati gue,"['fyi', 'bang', 'setting', 'device', 'information', 'edit', 'mau', 'hati', 'gue']"
@derryfazrin3605,dulu mikir kok internet gak ada yang kayak tv ya tinggal pasang antena terus nyambung kenapa harus pake kabel atau menara provider tp ternyata mang elon dah menjawab itu duluan dengan inovasinya,negative,dulu mikir kok internet gak ada yang kayak tv ya tinggal pasang antena terus nyambung kenapa harus kabel atau menara provider tp pake ternyata mang elon dah menjawab itu duluan dengan inovasinya,"['dulu', 'mikir', 'kok', 'internet', 'gak', 'ada', 'yang', 'kayak', 'tv', 'ya', 'tinggal', 'pasang', 'antena', 'terus', 'nyambung', 'kenapa', 'harus', 'kabel', 'atau', 'menara', 'provider', 'tp', 'pake', 'ternyata', 'mang', 'elon', 'dah', 'menjawab', 'itu', 'duluan', 'dengan', 'inovasinya']","['dulu', 'mikir', 'kok', 'internet', 'enggak', 'ada', 'yang', 'kayak', 'tv', 'ya', 'tinggal', 'pasang', 'antena', 'terus', 'menyambung', 'kenapa', 'harus', 'kabel', 'atau', 'menara', 'provider', 'tapi', 'pakai', 'ternyata', 'memang', 'elon', 'deh', 'menjawab', 'itu', 'duluan', 'dengan', 'inovasinya']","['mikir', 'internet', 'kayak', 'tv', 'tinggal', 'pasang', 'antena', 'menyambung', 'kabel', 'menara', 'provider', 'pakai', 'elon', 'deh', 'duluan', 'inovasinya']",pikir internat kayak tv tinggal pasang antena sambung kabel menara provider pakai elon deh dulu inovasi,"['mikir', 'internet', 'kayak', 'tv', 'tinggal', 'pasang', 'antena', 'sambung', 'kabel', 'menara', 'provider', 'pakai', 'elon', 'deh', 'duluan', 'inovasi']"
@suryawijaya9816,ram gb artinya adalah menjadi gb ram murninya,neutral,ram gb artinya menjadi gb ram murninya,"['ram', 'gb', 'artinya', 'menjadi', 'gb', 'ram', 'murninya']","['ram', 'gb', 'artinya', 'menjadi', 'gb', 'ram', 'murninya']","['ram', 'gb', 'gb', 'ram', 'murninya']",ram gb gb ram murni,"['ram', 'gb', 'gb', 'ram', 'murni']"
@mhmmds9854,first use charge for hours,negative,biaya penggunaan pertama selama berjamjam,"['biaya', 'penggunaan', 'pertama', 'selama', 'berjamjam']","['biaya', 'penggunaan', 'pertama', 'selama', 'berjamjam']","['biaya', 'penggunaan', 'berjamjam']",biaya guna berjamjam,"['biaya', 'guna', 'berjamjam']"
@RFW26,ini video review paling lucu sih yang saya pernah tonton di gadgetin,positive,ini video review paling lucu sih yang pernah saya tonton di gadget,"['ini', 'video', 'review', 'paling', 'lucu', 'sih', 'yang', 'pernah', 'saya', 'tonton', 'di', 'gadget']","['ini', 'video', 'review', 'paling', 'lucu', 'sih', 'yang', 'pernah', 'saya', 'tonton', 'di', 'gadget']","['video', 'review', 'lucu', 'sih', 'tonton', 'gadget']",video review lucu sih tonton gadget,"['video', 'review', 'lucu', 'sih', 'tonton', 'gadget']"
@nanangbhramantya5228,perkembangan smartwatch gak terlalu signifikan yasalah satu alasan masih bertahan sama honor magic watch hampir th krn upgrade pun dirasa tidak ada perubahan berarti,positive,perkembangan smartwatch gak terlalu signifikan yasalah satu alasan masih bertahan sama honor magic watch hampir th krn upgrade pun dirasa tidak ada perubahan berarti,"['perkembangan', 'smartwatch', 'gak', 'terlalu', 'signifikan', 'yasalah', 'satu', 'alasan', 'masih', 'bertahan', 'sama', 'honor', 'magic', 'watch', 'hampir', 'th', 'krn', 'upgrade', 'pun', 'dirasa', 'tidak', 'ada', 'perubahan', 'berarti']","['perkembangan', 'smartwatch', 'enggak', 'terlalu', 'signifikan', 'yasalah', 'satu', 'alasan', 'masih', 'bertahan', 'sama', 'honor', 'magic', 'watch', 'hampir', 'tahun', 'karena', 'upgrade', 'pun', 'dirasa', 'tidak', 'ada', 'perubahan', 'berarti']","['perkembangan', 'smartwatch', 'signifikan', 'yasalah', 'alasan', 'bertahan', 'honor', 'magic', 'watch', 'upgrade', 'dirasa', 'perubahan']",kembang smartwatch signifikan yasalah alas tahan honor meragi watch upgrade rasa ubah,"['kembang', 'smartwatch', 'signifikan', 'yasalah', 'alas', 'tahan', 'honor', 'magic', 'watch', 'upgrade', 'rasa', 'ubah']"
@GratisanBosku,perusahaan tempat saya bekerja sudh mulai masuk product starlink ini distributor starlink di ptvst ecs indojaya tepatnya di ruko mangga square,neutral,perusahaan tempat saya bekerja sudh mulai masuk product starlink ini distributor starlink di ptvst ecs indojaya tepatnya di ruko mangga square,"['perusahaan', 'tempat', 'saya', 'bekerja', 'sudh', 'mulai', 'masuk', 'product', 'starlink', 'ini', 'distributor', 'starlink', 'di', 'ptvst', 'ecs', 'indojaya', 'tepatnya', 'di', 'ruko', 'mangga', 'square']","['perusahaan', 'tempat', 'saya', 'bekerja', 'sudah', 'mulai', 'masuk', 'product', 'starlink', 'ini', 'distributor', 'starlink', 'di', 'ptvst', 'ecs', 'indojaya', 'tepatnya', 'di', 'ruko', 'mangga', 'square']","['perusahaan', 'product', 'starlink', 'distributor', 'starlink', 'ptvst', 'ecs', 'indojaya', 'tepatnya', 'ruko', 'mangga', 'square']",usaha product starlink distributor starlink ptvst ecs indojaya tepat ruko mangga square,"['usaha', 'product', 'starlink', 'distributor', 'starlink', 'ptvst', 'ecs', 'indojaya', 'tepat', 'ruko', 'mangga', 'square']"
@ItsKindafunny95,kombinasi yang sangat mematikan asburix psu kembang api,positive,kombinasi yang sangat mematikan asburix psu kembang api,"['kombinasi', 'yang', 'sangat', 'mematikan', 'asburix', 'psu', 'kembang', 'api']","['kombinasi', 'yang', 'sangat', 'mematikan', 'asburix', 'psu', 'kembang', 'api']","['kombinasi', 'mematikan', 'asburix', 'psu', 'kembang', 'api']",kombinasi mati asburix psu kembang api,"['kombinasi', 'mati', 'asburix', 'psu', 'kembang', 'api']"
@kawanmancingofficial3651,jaman dulu ada chipset dari mediatek yang deca core core namanya mediatek helio x tapi ini gila sih,negative,jaman dulu ada chipset dari mediatek yang deca core core namanya mediatek helio x tapi ini gila sih,"['jaman', 'dulu', 'ada', 'chipset', 'dari', 'mediatek', 'yang', 'deca', 'core', 'core', 'namanya', 'mediatek', 'helio', 'x', 'tapi', 'ini', 'gila', 'sih']","['jaman', 'dulu', 'ada', 'chipset', 'dari', 'mediatek', 'yang', 'deca', 'core', 'core', 'namanya', 'mediatek', 'helio', 'kali', 'tapi', 'ini', 'gila', 'sih']","['jaman', 'chipset', 'mediatek', 'deca', 'core', 'core', 'namanya', 'mediatek', 'helio', 'gila', 'sih']",jaman chipset gemeletek deca core core nama gemeletek hio gila sih,"['jaman', 'chipset', 'mediatek', 'deca', 'core', 'core', 'nama', 'mediatek', 'hio', 'gila', 'sih']"
@ferdialfian_3375,akhirnya bang david riview hp abal kek gini wkwkk,neutral,akhirnya bang david riview hp abal kek gini wkwkk,"['akhirnya', 'bang', 'david', 'riview', 'hp', 'abal', 'kek', 'gini', 'wkwkk']","['akhirnya', 'bang', 'david', 'riview', 'hp', 'abal', 'kayak', 'begini', 'wkwkk']","['bang', 'david', 'riview', 'hp', 'abal', 'kayak', 'wkwkk']",bang david riview hp abal kayak wkwkk,"['bang', 'david', 'riview', 'hp', 'abal', 'kayak', 'wkwkk']"
@jimmyfredik3246,mending beli xiaomi langsung di mistore,neutral,mending beli xiaomi langsung di mistore,"['mending', 'beli', 'xiaomi', 'langsung', 'di', 'mistore']","['mending', 'beli', 'xiaomi', 'langsung', 'di', 'mistore']","['mending', 'beli', 'xiaomi', 'mistore']",mending beli diam resistor,"['mending', 'beli', 'xiaomi', 'mistore']"
@_elshamo_,spechless terimakasih gtid sudah buat event menyatukan cokmus rindu cokmus di youtube terwujudkan bacooottttt,positive,spechless terima kasih gtid sudah buat event menyatukan cokmus rindu cokmus di youtube terwujudkan bacooottttt,"['spechless', 'terima', 'kasih', 'gtid', 'sudah', 'buat', 'event', 'menyatukan', 'cokmus', 'rindu', 'cokmus', 'di', 'youtube', 'terwujudkan', 'bacooottttt']","['spechless', 'terima', 'kasih', 'gtid', 'sudah', 'buat', 'event', 'menyatukan', 'cokmus', 'rindu', 'cokmus', 'di', 'youtube', 'terwujudkan', 'bacooottttt']","['spechless', 'terima', 'kasih', 'gtid', 'event', 'menyatukan', 'cokmus', 'rindu', 'cokmus', 'youtube', 'terwujudkan', 'bacooottttt']",spechless terima kasih gtid event satu cokmus rindu cokmus youtube wujud bacooottttt,"['spechless', 'terima', 'kasih', 'gtid', 'event', 'satu', 'cokmus', 'rindu', 'cokmus', 'youtube', 'wujud', 'bacooottttt']"
@Ide2gue,kabarnya starlink ini sedang menguji fitur direct to cell bisa jadi nanti akan ada operator gsm starlink atau mereka kerjasama dengan operator lokal yang sinyalnya gaspoll ke seluruh penjuru bumi mungkin saja akan ada esim starlink yang aktif terus pay as you use no contract tambah mantap,positive,kabarnya starlink ini sedang menguji fitur direct to cell bisa jadi nanti akan ada operator gsm starlink atau mereka kerjasama dengan operator lokal yang sinyalnya gaspoll ke seluruh penjuru bumi mungkin saja akan ada esim starlink yang aktif terus pay as you use no contract tambah mantap,"['kabarnya', 'starlink', 'ini', 'sedang', 'menguji', 'fitur', 'direct', 'to', 'cell', 'bisa', 'jadi', 'nanti', 'akan', 'ada', 'operator', 'gsm', 'starlink', 'atau', 'mereka', 'kerjasama', 'dengan', 'operator', 'lokal', 'yang', 'sinyalnya', 'gaspoll', 'ke', 'seluruh', 'penjuru', 'bumi', 'mungkin', 'saja', 'akan', 'ada', 'esim', 'starlink', 'yang', 'aktif', 'terus', 'pay', 'as', 'you', 'use', 'no', 'contract', 'tambah', 'mantap']","['kabarnya', 'starlink', 'ini', 'sedang', 'menguji', 'fitur', 'direct', 'tapi', 'cell', 'bisa', 'jadi', 'nanti', 'akan', 'ada', 'operator', 'gsm', 'starlink', 'atau', 'mereka', 'kerjasama', 'dengan', 'operator', 'lokal', 'yang', 'sinyalnya', 'gaspoll', 'ke', 'seluruh', 'penjuru', 'bumi', 'mungkin', 'saja', 'akan', 'ada', 'esim', 'starlink', 'yang', 'aktif', 'terus', 'pay', 'as', 'you', 'use', 'no', 'contract', 'tambah', 'mantap']","['kabarnya', 'starlink', 'menguji', 'fitur', 'direct', 'cell', 'operator', 'gsm', 'starlink', 'kerjasama', 'operator', 'lokal', 'sinyalnya', 'gaspoll', 'penjuru', 'bumi', 'esim', 'starlink', 'aktif', 'pay', 'as', 'you', 'use', 'no', 'contract', 'mantap']",kabar starlink uji fitur direct cell operator gsm starlink rasam operator lokal sinyal gaspoll penjuru bumi esim starlink aktif pay as you use no contract mantap,"['kabar', 'starlink', 'uji', 'fitur', 'direct', 'cell', 'operator', 'gsm', 'starlink', 'kerjasama', 'operator', 'lokal', 'sinyal', 'gaspoll', 'penjuru', 'bumi', 'esim', 'starlink', 'aktif', 'pay', 'as', 'you', 'use', 'no', 'contract', 'mantap']"
@erlanggahadinata5543,wkwkwk pas banget gw kemarin baru beli itu kopi serenceng tp kayanya ga cocok untuk gw rasanha,positive,wkwkwk pas banget gw kemarin baru beli itu kopi serenceng tp kayanya ga cocok untuk gw rasanha,"['wkwkwk', 'pas', 'banget', 'gw', 'kemarin', 'baru', 'beli', 'itu', 'kopi', 'serenceng', 'tp', 'kayanya', 'ga', 'cocok', 'untuk', 'gw', 'rasanha']","['wkwkwk', 'pas', 'banget', 'gue', 'kemarin', 'baru', 'beli', 'itu', 'kopi', 'serenceng', 'tapi', 'kayanya', 'enggak', 'cocok', 'untuk', 'gue', 'rasanha']","['wkwkwk', 'pas', 'banget', 'gue', 'kemarin', 'beli', 'kopi', 'serenceng', 'kayanya', 'cocok', 'gue', 'rasanha']",wkwkwk pas banget gue kemarin beli kopi renceng kaya cocok gue rasanha,"['wkwkwk', 'pas', 'banget', 'gue', 'kemarin', 'beli', 'kopi', 'renceng', 'kaya', 'cocok', 'gue', 'rasanha']"
@bastianlee-px1vy,full aibbbuurriiizzzz sangat di sayangkan ngasih rekomendasi barang burqqq kayangitu,negative,full aibbbuurriiizzzz sangat di sayangkan ngasih rekomendasi barang burqqq kayangitu,"['full', 'aibbbuurriiizzzz', 'sangat', 'di', 'sayangkan', 'ngasih', 'rekomendasi', 'barang', 'burqqq', 'kayangitu']","['full', 'aibbbuurriiizzzz', 'sangat', 'di', 'sayangkan', 'mengasih', 'rekomendasi', 'barang', 'burqqq', 'kayangitu']","['full', 'aibbbuurriiizzzz', 'sayangkan', 'mengasih', 'rekomendasi', 'barang', 'burqqq', 'kayangitu']",full aibbbuurriiizzzz sayang asih rekomendasi barang burqqq kayangitu,"['full', 'aibbbuurriiizzzz', 'sayang', 'kasih', 'rekomendasi', 'barang', 'burqqq', 'kayangitu']"
@Kapaxz_cik,bg rekomendasi kamera buat cinematicvloging,positive,bg rekomendasi kamera buat cinematicvloging,"['bg', 'rekomendasi', 'kamera', 'buat', 'cinematicvloging']","['bang', 'rekomendasi', 'kamera', 'buat', 'cinematicvloging']","['bang', 'rekomendasi', 'kamera', 'cinematicvloging']",bang rekomendasi kamera cinematicvloging,"['bang', 'rekomendasi', 'kamera', 'cinematicvloging']"
@randallubhay3899,aphaa gratis ongkiiirr kepala nganguk,neutral,aphaa gratis ongkiiirr kepala nganguk,"['aphaa', 'gratis', 'ongkiiirr', 'kepala', 'nganguk']","['aphaa', 'gratis', 'ongkiiirr', 'kepala', 'nganguk']","['aphaa', 'gratis', 'ongkiiirr', 'kepala', 'nganguk']",aphaa gratis ongkiiirr kepala mengangah,"['aphaa', 'gratis', 'ongkiiirr', 'kepala', 'nganguk']"
@KajianSemarangTV,dah lama ga liat david happy,negative,dah lama ga liat david happy,"['dah', 'lama', 'ga', 'liat', 'david', 'happy']","['deh', 'lama', 'enggak', 'lihat', 'david', 'happy']","['deh', 'david', 'happy']",deh david happy,"['deh', 'david', 'happy']"
@agusta8982,puas pakai huawei watch baterai nya awet banget dan modelnya keren,positive,puas pakai huawei watch baterainya awet banget dan modelnya keren,"['puas', 'pakai', 'huawei', 'watch', 'baterainya', 'awet', 'banget', 'dan', 'modelnya', 'keren']","['puas', 'pakai', 'huawei', 'watch', 'baterainya', 'awet', 'banget', 'dan', 'modelnya', 'keren']","['puas', 'pakai', 'huawei', 'watch', 'baterainya', 'awet', 'banget', 'modelnya', 'keren']",puas pakai duane watch baterai awet banget model keren,"['puas', 'pakai', 'huawei', 'watch', 'baterai', 'awet', 'banget', 'model', 'keren']"
@respatifebrianto6612,reviewer terjujur tidak sia subs bang david,positive,reviewer terjujur tidak sia subs bang david,"['reviewer', 'terjujur', 'tidak', 'sia', 'subs', 'bang', 'david']","['reviewer', 'terjujur', 'tidak', 'sia', 'subs', 'bang', 'david']","['reviewer', 'terjujur', 'sia', 'subs', 'bang', 'david']",reviewer jujur sia subs bang david,"['reviewer', 'jujur', 'sia', 'subs', 'bang', 'david']"
@mgalihk,kita lihat juara suci rakit pc,neutral,kita lihat juara suci rakit pc,"['kita', 'lihat', 'juara', 'suci', 'rakit', 'pc']","['kita', 'lihat', 'juara', 'suci', 'rakit', 'pc']","['juara', 'suci', 'rakit', 'pc']",juara suci rakit pc,"['juara', 'suci', 'rakit', 'pc']"
@DickyArmayoga,keren bang david baru request starlink kemaren langsung di review,positive,keren bang david baru request starlink kemaren langsung di review,"['keren', 'bang', 'david', 'baru', 'request', 'starlink', 'kemaren', 'langsung', 'di', 'review']","['keren', 'bang', 'david', 'baru', 'request', 'starlink', 'kemarin', 'langsung', 'di', 'review']","['keren', 'bang', 'david', 'request', 'starlink', 'kemarin', 'review']",keren bang david request starlink kemarin review,"['keren', 'bang', 'david', 'request', 'starlink', 'kemarin', 'review']"
@preslybee5429,thanks banget anak muda krn rajin nonton video pencerahan anak muda ini kami sekeluarga jd terhindar dari modus penipuan,positive,thanks banget anak muda krn rajin nonton video pencerahan anak muda ini kami sekeluarga jd terhindar dari modus penipuan,"['thanks', 'banget', 'anak', 'muda', 'krn', 'rajin', 'nonton', 'video', 'pencerahan', 'anak', 'muda', 'ini', 'kami', 'sekeluarga', 'jd', 'terhindar', 'dari', 'modus', 'penipuan']","['thanks', 'banget', 'anak', 'muda', 'karena', 'rajin', 'menonton', 'video', 'pencerahan', 'anak', 'muda', 'ini', 'kami', 'sekeluarga', 'jadi', 'terhindar', 'dari', 'modus', 'penipuan']","['thanks', 'banget', 'anak', 'muda', 'rajin', 'menonton', 'video', 'pencerahan', 'anak', 'muda', 'sekeluarga', 'terhindar', 'modus', 'penipuan']",thanks banget anak muda rajin tonton video cerah anak muda keluarga hindar modus tipu,"['thanks', 'banget', 'anak', 'muda', 'rajin', 'tonton', 'video', 'cerah', 'anak', 'muda', 'keluarga', 'hindar', 'modus', 'tipu']"
@arifmutia,mantap biar telkomsel telkom gak sombongseenaknya pasang harga,positive,mantap biar telkomsel telkom gak sombongseenaknya pasang harga,"['mantap', 'biar', 'telkomsel', 'telkom', 'gak', 'sombongseenaknya', 'pasang', 'harga']","['mantap', 'biar', 'telkomsel', 'telkom', 'enggak', 'sombongseenaknya', 'pasang', 'harga']","['mantap', 'biar', 'telkomsel', 'telkom', 'sombongseenaknya', 'pasang', 'harga']",mantap biar telkomsel telkom sombongseenaknya pasang harga,"['mantap', 'biar', 'telkomsel', 'telkom', 'sombongseenaknya', 'pasang', 'harga']"
@arvenchebonx,review paling kocak dah,positive,review paling kocak dah,"['review', 'paling', 'kocak', 'dah']","['review', 'paling', 'kocak', 'deh']","['review', 'kocak', 'deh']",review kocak deh,"['review', 'kocak', 'deh']"
@andirezamustafa4096,pas bang david buka settings langsung teringat dengan tampilan dari asus zenfone go haha,neutral,pas bang david buka setting langsung teringat dengan tampilan dari asus zenfone go haha,"['pas', 'bang', 'david', 'buka', 'setting', 'langsung', 'teringat', 'dengan', 'tampilan', 'dari', 'asus', 'zenfone', 'go', 'haha']","['pas', 'bang', 'david', 'buka', 'setting', 'langsung', 'teringat', 'dengan', 'tampilan', 'dari', 'asus', 'zenfone', 'go', 'haha']","['pas', 'bang', 'david', 'buka', 'setting', 'tampilan', 'asus', 'zenfone', 'go', 'haha']",pas bang david buka tting tampil asus zenfone go haha,"['pas', 'bang', 'david', 'buka', 'setting', 'tampil', 'asus', 'zenfone', 'go', 'haha']"
@kurnia_nugraha,untuk channel sebesar ini seharusnya lebih mengedukasi viewer bukan hanya konten merekomendasikan hal yang banyak peminat dan mungkin malah merugikan viewer yang suka telan informasi mentah mentah,negative,untuk channel sebesar ini seharusnya lebih mengedukasi viewer bukan hanya konten merekomendasikan hal yang banyak peminat dan mungkin malah merugikan viewer yang suka telan informasi mentah mentah,"['untuk', 'channel', 'sebesar', 'ini', 'seharusnya', 'lebih', 'mengedukasi', 'viewer', 'bukan', 'hanya', 'konten', 'merekomendasikan', 'hal', 'yang', 'banyak', 'peminat', 'dan', 'mungkin', 'malah', 'merugikan', 'viewer', 'yang', 'suka', 'telan', 'informasi', 'mentah', 'mentah']","['untuk', 'channel', 'sebesar', 'ini', 'seharusnya', 'lebih', 'mengedukasi', 'viewer', 'bukan', 'hanya', 'konten', 'merekomendasikan', 'hal', 'yang', 'banyak', 'peminat', 'dan', 'mungkin', 'malah', 'merugikan', 'viewer', 'yang', 'suka', 'telan', 'informasi', 'mentah', 'mentah']","['channel', 'mengedukasi', 'viewer', 'konten', 'merekomendasikan', 'peminat', 'merugikan', 'viewer', 'suka', 'telan', 'informasi', 'mentah', 'mentah']",channel edukasi viewer kontan rekomendasi minat rugi viewer suka telan informasi mentah mentah,"['channel', 'edukasi', 'viewer', 'konten', 'rekomendasi', 'minat', 'rugi', 'viewer', 'suka', 'telan', 'informasi', 'mentah', 'mentah']"
@leviachan440,tangannya bang david tremor,positive,tangan bang david gemetar,"['tangan', 'bang', 'david', 'gemetar']","['tangan', 'bang', 'david', 'gemetar']","['tangan', 'bang', 'david', 'gemetar']",tangan bang david gemetar,"['tangan', 'bang', 'david', 'gemetar']"
@zutoturu1177,asik menit,positive,asik menit,"['asik', 'menit']","['asik', 'menit']","['asik', 'menit']",asik menit,"['asik', 'menit']"
@alessyah2438,itu kayaknya buletan speaker deh bang,negative,itu kayaknya speaker buletan deh bang,"['itu', 'kayaknya', 'speaker', 'buletan', 'deh', 'bang']","['itu', 'kayaknya', 'speaker', 'buletan', 'deh', 'bang']","['kayaknya', 'speaker', 'buletan', 'deh', 'bang']",kayak speaker bulat deh bang,"['kayak', 'speaker', 'buletan', 'deh', 'bang']"
@velzehnx9943,buat yang bilang yang penting bisa wa bisa sosmed hp kaya gitu cuma setara os kitkat ram gb memori gb baru buka apk sebentar juga udh ngehank trus keluar sendiri lah tpi itu di pengaturan spek nya bener kok tulisannya tulisan spek hp bisa di customize tinggal ganti softwere os doang orang bisa malsuin informasi tentamg ram memori dll,negative,buat yang bilang yang penting bisa wa bisa sosmed hp kaya gitu cuma setara os kitkat ram gb memori gb baru buka apk sebentar juga udh ngehank trus keluar sendiri lah tpi itu di pengaturan spek nya bener kok tulisannya tulisan spek hp bisa di customized tinggal ganti softwere os doang orang bisa malsuin informasi tentamg ram memori dll,"['buat', 'yang', 'bilang', 'yang', 'penting', 'bisa', 'wa', 'bisa', 'sosmed', 'hp', 'kaya', 'gitu', 'cuma', 'setara', 'os', 'kitkat', 'ram', 'gb', 'memori', 'gb', 'baru', 'buka', 'apk', 'sebentar', 'juga', 'udh', 'ngehank', 'trus', 'keluar', 'sendiri', 'lah', 'tpi', 'itu', 'di', 'pengaturan', 'spek', 'nya', 'bener', 'kok', 'tulisannya', 'tulisan', 'spek', 'hp', 'bisa', 'di', 'customized', 'tinggal', 'ganti', 'softwere', 'os', 'doang', 'orang', 'bisa', 'malsuin', 'informasi', 'tentamg', 'ram', 'memori', 'dll']","['buat', 'yang', 'bilang', 'yang', 'penting', 'bisa', 'wa', 'bisa', 'sosmed', 'hp', 'kayak', 'begitu', 'cuma', 'setara', 'os', 'kitkat', 'ram', 'gb', 'memori', 'gb', 'baru', 'buka', 'apk', 'sebentar', 'juga', 'sudah', 'ngehank', 'terus', 'keluar', 'sendiri', 'lah', 'tapi', 'itu', 'di', 'pengaturan', 'spek', 'nya', 'benar', 'kok', 'tulisannya', 'tulisan', 'spek', 'hp', 'bisa', 'di', 'customized', 'tinggal', 'ganti', 'softwere', 'os', 'doang', 'orang', 'bisa', 'malsuin', 'informasi', 'tentamg', 'ram', 'memori', 'dll']","['bilang', 'wa', 'sosmed', 'hp', 'kayak', 'setara', 'os', 'kitkat', 'ram', 'gb', 'memori', 'gb', 'buka', 'apk', 'sebentar', 'ngehank', 'pengaturan', 'spek', 'tulisannya', 'tulisan', 'spek', 'hp', 'customized', 'tinggal', 'ganti', 'softwere', 'os', 'doang', 'malsuin', 'informasi', 'tentamg', 'ram', 'memori', 'dll']",bilang wa sosmed hp kayak tara os kitkat ram gb memori gb buka apk sebentar bank atur spek tulis tulis spek hp customized tinggal ganti softwere os doang palsu informasi tentamg ram memori dll,"['bilang', 'wa', 'sosmed', 'hp', 'kayak', 'tara', 'os', 'kitkat', 'ram', 'gb', 'memori', 'gb', 'buka', 'apk', 'sebentar', 'ngehank', 'atur', 'spek', 'tulis', 'tulis', 'spek', 'hp', 'customized', 'tinggal', 'ganti', 'softwere', 'os', 'doang', 'malsuin', 'informasi', 'tentamg', 'ram', 'memori', 'dll']"
@RizkyRakhmadani,shoutout to nanangmrk channel teknologi paling mantep nnton dia dari jaman hack wifi orang setting orbit sampai ke starlink,positive,shoutout to nanangmrk channel teknologi paling mantep nnton dia dari jaman hack wifi orang setting orbit sampai ke starlink,"['shoutout', 'to', 'nanangmrk', 'channel', 'teknologi', 'paling', 'mantep', 'nnton', 'dia', 'dari', 'jaman', 'hack', 'wifi', 'orang', 'setting', 'orbit', 'sampai', 'ke', 'starlink']","['shoutout', 'tapi', 'nanangmrk', 'channel', 'teknologi', 'paling', 'mantap', 'menonton', 'dia', 'dari', 'jaman', 'hack', 'wifi', 'orang', 'setting', 'orbit', 'sampai', 'ke', 'starlink']","['shoutout', 'nanangmrk', 'channel', 'teknologi', 'mantap', 'menonton', 'jaman', 'hack', 'wifi', 'setting', 'orbit', 'starlink']",shoutout mentangur channel teknologi mantap tonton jaman hack wiji tting orbit starlink,"['shoutout', 'nanangmrk', 'channel', 'teknologi', 'mantap', 'tonton', 'jaman', 'hack', 'wifi', 'setting', 'orbit', 'starlink']"
