author,like_count,text,Sentiment
@namasayaek4,3,wah epik ga plek ketiplek sama cerita nya sih btw sosok adik nya mawar yang tinggal di ln ga ada ya dlm film ini,positif
@RahabGanendraX,3,barusan nonton tadi niat nonton slh satunya krn memuat puisi alm eyang sdd meski udah sering denger dan tau budaya kawin dini saat di skbm tetep aj film ini bikin perasaan campur aduk yuni yang merdeka namun nasib membawanya kalah,netral
@domenicoabdulmadjid,3,horor lagi horor lagi minggu depan horor bulan depan horor tahun depan horor,netral
@ibnubadjeber4575,3,wajib nonton film ini wajib,positif
@kal2700,3,pelaku di vonis tahun kasusnya th yang lalu brarti tahun ini mrk kluar dr jail dunk,netral
@rikiriansyah9872,3,kirain ga ada suara mendesah nya mana volume nya d gedein,netral
@dtrianplay8729,3,do you see what i see kan kumpulan cerita harusnya dibkin film kek ad diluar satu movie tpi beda cerita kek short story gtu keknya bagus,negatif
@raffaseptiadika7205,3,trailer film do you see what i see extended bngt,positif
@rimaputkar8858,3,penantian selama tahun akhirnya lolos dan bisa di tayangin juga spechless seneng bangett karna syuting nya di kota serang,positif
@renaldyrizkiawan12,3,ini film harus trending pelaku nya harus segera ditangkap dan dihukum seberat beratnya,positif
@thegrumpydino67,3,gila cerita tragis bisa dieksploitasi begini kurang ajar banget,negatif
@hornetgay5676,3,pasar setan sutradara adriyanto dewo sari tara basro sedang mendaki gunung sekalian bermain dengan pacarnya yang tidak pernah terlihat jaka saat sedang bermainmain dihutan sari pun terpisah dengan jaka sehingga ia tersesat sari pun mencari jaka disekitar gunung lawu tersebut dan menambatkan kain bajunya kesebuah ranting sebagai tanda bahwa ia pernah berada disana sayangnya sari tidak pernah bertemu dengan jaka lagi menjelang malam sari pun menuju bagian hutan yang agak gelap tetapi penuh dengan bisikan misterius dan cahaya remangremang sari pun menuju kearah keramaian itu sari pun terbangun lagi masih digunung yang sama kemudian berangkat kembali mencari jaka disaat yang sama zul dion wiyoko mendaki gunung bersama temannya tetapi terpisah digunung zul pun bertemu dengan sari dan ia merasa aneh karena sari berbicara seperti orangorang dulu ia pun membantu sari mencari jaka ketika sedang mencari jaka zul pergi kearah keramaian tadi meskipun sudah dilarang sari dan mereka terpisah zul pun terbangun lagi seperti sari tadi tetapi sari tidak tampak batang hidungnya saat itulah ada seorang pria tua egi fedly yang berteriakteriak mencari sari ternyata pria itu adalah jaka pacar sari hanya saja ia sangat tua jika dibandingkan dengan sari yang masih muda zul berusaha untuk turun dari gunung itu ia melewati kain yang dipasang sari pada awal film tetapi ia tetap kembali kesana jaka pun menemukan kain itu dan menangisi sari sementara sari juga sudah ada disana tetapi baik zul jaka maupun sari tidak bisa melihat satu sama lain ternyata keramaian yang sari dan zul kunjungi adalah pasar setan sebuah mitos populer antara pendaki gunung tentang kerumunan setan yang berkumpul karena sudah kesana sari dan zul pun otomatis menjadi arwah zul pun menjerit sekuatkuatnya karena tidak bisa keluar dari gunung itu dilereng gunung pada suatu posko dipajanglah foto zul dan tulisan zul hilang sejak juli disebelahnya ada foto sari yang sudah lama dan memudar dengan tulisan belum ditemukan sejak hiteria merupakan film horor thriller indonesia yang dirilis pada maret produksi starvision plus upi productions berawal dari niatan upi membuat project sutradara ceritera film ini terbagi dalam lima segmen berbeda pasar setan adrianto dewo wajang koelit chairun nissa kotak musik billy christian palasik nicholas yudifar dan loket harvan agustriansyah film ini menjadi bagian dalm festival puncheon korea para pemain tara basro dion wiyoko egi fedly sigi wimala maya otos luna maya dinda kanya dewi poppy sovia bella esperance kriss hatta imelda therinne ichi nuraini icha nuraini,netral
@AliAkbar-iy6jd,3,bangga dados wong serang,positif
@Sultanmudo10,3,kesan horrornyaa bjirrr harus di share ini sama temen biar ikutan nnton juga yakan siapa tau ada yang lagi niat mau selingkuh kaga jadi setelah nnton film horror baru kayak gini kyknya filmnya bakalan plot twist banget cuy,positif
@virgi856,3,nyata dimasyarakat kok ada cerita yang begini bukan mau menjelekan tapi beneran pernah liat sendiri temen masih smp udah putus sekolah dinikahin sama kakek dijadikan istri ke dua orang tuanya yang nikahkan syaratnya ya duit jadi kaya anaknya dijual,positif
@Ganz6700,3,pertama,netral
@ahmadadam2192,3,info lokasi syutingnya weh blom makan gw,netral
@argarilan9963,3,mirip kuntilanak,netral
@clemenclemen4237,3,ngerikeren luar biasa film indo setelah siksa neraka dan siksa kubur,positif
@6_rey256,3,ini yang ditayangin di busan apa gitu pokoknya tayang di award korea kan ya,netral
@unagvrl3160,3,ini nihhh cant waittttt,positif
@agungtranata,3,directornya inarah fix nonton,positif
@maiinidna,3,keren bgt sih film horror skrg sukses terus buat perkembangan film horror indonesia,positif
@akmldn2605,3,edyannn bau bau kelas nih,positif
@faridahazizah1959,3,film ini kan masuk nominasi ffi,positif
@JessicaNabilla-xw4ne,3,kenapa ya sekarang film horror banyak adegan tragisnya full darah sampe ke tulang daging kebuka dll ngeri bangettt bukanya adegan kaya gitu mengganggu sistem syaraf ya lbih suka yangg serem muka antunya dari pada yang berdarah bangettt gitu,negatif
@dinachmad2907,3,dari ceritanya menarik bisa lah juta penonton,positif
@alvinriyanto6864,3,bahasa indramayu cirebon serang,netral
@ayizgermanotta,3,agak beda nih horror nya ala hereditary ato midsommar,netral
@rifqi1601,3,bjir aman kah,netral
@dodimahardhikaentertainment,3,baru semalam nonton dah curiga kalo ini film gak bagus karena satu studio cuma orang yang nonton dan ternyata benar endingnya membagongkan,negatif
@langkawiisland86,3,salam dari malaysia,netral
@aulia3483,3,brian domain selalu kerennn tapi umay,netral
@ayahkakak9312,3,karena font nya ungu berasa liat acaranya agatha musuhnya wanda di wandavision,netral
@DarmaSantosa-se4pe,3,gila bln mei horor indonya gak ecek ecek anjrirrr hrus siapin budget brp ini,positif
@maulanawahyufrontlinerindo7926,2,udh punya juga,positif
@maulanawahyufrontlinerindo7926,2,udh nonton aku,positif
@07journaljpg,2,wah wajib ditonton nih isu yang dibahas ga main,positif
@kimchiikun7227,2,itu ibu ibu selalu nyambung dengan daging perdagingan dah kalau dapat atau meranin karakter jadi dapet banget creepy nya,positif
@Widyong,2,liat trailernya menarik banget ngangkat isuisu yang deket sama kita kereeen patut ditonton,positif
@channelidris8246,2,ungu,netral
@SugihartoWijayaKusuma,2,penggemarnya blackpink niih,netral
@urfriedadhyerr,2,semangat buat para yuni di luar sana,positif
@syahrulramdani4449,2,ini judul lagunya apa siii hehehe,netral
@rooyptbu4012,2,lebih suka cerita aktual dengan sett back year an plot cerita bisa jadi panjang karena perjanjian ortu nya dengan setan kaya cerita aslinya dah,netral
@riasyuli7450,2,ll,netral
@awanggoblok5366,2,gleen predly,netral
@AD-xj1fz,2,semoga banyak orangtua yang nonton ini terus sadar,positif
@AD-xj1fz,2,plotnya promising bangett,positif
@maulviarya1961,2,film terbaik no bacod no kecod udah ini terbaik daripada film luar negeri lainnya yang aku tonton di bioskop,positif
@lunasailormoon233,2,wajibbbb nonton sih gilak aslik serem bangettttt,positif
@harragee1428,2,kritikus film luar negeri pada suka ma filmnya udah menangin beberapa award di luar negeri n calon masuk nominasi oscar juga jadi penasaran,positif
@xpcristal1,2,setelah aku tonton pelemnya bagus banget cara penulis dan sutradaranya menyajikan pelem ini dari cerita yang simple jadi menarik dan gak garing buat di nikmatin sampe tuntas adegan dari real time sampe flashback semua di ramu dengan apik dan kalem ada beberapa aspek kekurangan dari pelem ini sih yang terlalu fokus soal vina doank dan gak ada sedikit adeganpun tentang bagaimana keluarga cowoknya vina menuntut keadilan setelah di paksa meliat vina di gilir dan lalu di bunuh yaaaah kesimpulannya pelem ini bagus banget dan gua salut ama penulis dan sutradaranya keren deh,positif
@adityaofficial0123,2,gua pengen liat shin pembalasan vina aja gimana dlm gilm ini kalo gak seru buat apa di tonton pembalasan nya kejam dari perbuatan orang ke dia apa tidak,netral
@adst6459,2,so excited,positif
@urfriedadhyerr,2,ga sabarr,positif
@cornflower_eye,2,pen nonton tapi nggak tau bisa apa ngga,positif
@raditcs,2,ayo ramaikan perfilman indonesia,positif
@dynnhndrii,2,pembukaan yang mantap,positif
@cocobanana1,2,laaahhh aurell jkt kapan ada berita syuting film sesukses yuni ya baru nggeh yang baju oren temen yuni si aurel vania aurel,netral
@HappySuh_,2,im waiting for thisssss,positif
@uccnkhb459,2,biasalah ortu pikiran boomer,netral
@yovi234,2,yuni nuansa ungu penyalin cahaya nuansa hijau,netral
@user-mp9wd3pn7j,2,udah nonton waktu pertama rilis awalnya pingin nonton horror sebelah tapi daripada nonton film sebelah karena fomo saya dan kawan saya pilih nonton ini tidak disangka horornya bagus di beberapa part tidak ditunjukan seperti apa wujud pocinya sehingga membuat scene menjadi lebih seram dan mencekam karena bentuknya berdasarkan imajinasi masing penonton seperti adegan dikejar di lorong jemuran lantai atas buang sampah dll lalu beberapa jumpscarenya juga bagus tidak asal keluar seperti di film lain yang penting ada setan yang membuat gendang telinga pecah kemudian komedinya juga dapat berkat peran mpok di film tersebut sehingga seram dan komedinya dapat dengan porsi yang cukup tanpa harus dipaksakan kekurangan yaitu di beberapa adegan setelah pocinya diperlihatkan menjadikan kesan horrornya mulai berkurang walaupun tetap masih oke skor dari saya dari worth to watch serius daripada film horror lain yang sedang tayang berbarengan dengan film ini spoiler kekurangan masih bingung sama adegan klimaks saat di kuburan terdapat rombongan entah jin atau apa yang mengantar jenazah kenapa saat mereka terpisah mereka mengetahui untuk mengikuti rombongan tersebut kemudian rombongan itu langsung hilang entah kemana,positif
@8612fan,2,untungnya fpi udah dibubarin jadinya gak bisa digrebek sembarangan lagi deh,positif
@hjsaidahnafisah3148,2,pad bnget nonton sma pasangan nih berdua tp warna ungu kesukaan cewe klo suka nobar k pop,netral
@aditnce3602,2,sama sama filn starvision tp kalah sama yowis ben,negatif
@User36jsdfmfkf,2,filmnya bagus banget kalau bisa filmnya di bikin seraam dong,positif
@lilissujana157,2,film horor seru,positif
@rusmiatunrahardjo9543,2,penting nontonaku tunggu tgl mei bersama tetangga pulang nonton temurun terus kuliner hmm indahnya bersama tetangga,netral
@thepink3798,2,heran kenapaa film yuni ga di apresiasi sdngkan ku kira kau rumah malah terlalu hype kek saya jrng nnton film indo tapi saya pngen film indo yang kek gini punya tema sendiri fresh dan menarik,netral
@Kynda_family,2,penggambaran karakter yuni tipikal yang hijabers tapi demen colmek,negatif
@RAINSUN_,2,ooo bahasa jaseng namanya pertama bingung ini kok ada bahasa jawanya tapi ada sundanya juga apa daerah peralihan jawa sunda kayak cirebon ternyata banten padahal jauh dari jawa ya penasaran sejarahnya unik,netral
@anitafatimah6811,2,film indonesia untuk pertama kali kuanggap sekeren itu,positif
@datukrajo1807,2,kyk begini lah di banten orang sunda banten ngomong pke bahasa sunda banten orang jawa banten ngomong pake jaseng tp bingungnya saling mengerti satu sama lain,netral
@kingrobs9638,2,langganan filemhorror thriller kiki narendra dan yasamin jassem,netral
@riowidiyanto9265,2,ni made aurelia,netral
@muhamadfirmansyahsetiyonug4475,2,habis salam ada scene pakai bh ini trailer seriusan,negatif
@rosihanananta9198,2,kalo smpe pelakunya ga dihukum berat ga tau lg sih ini hukum dinegara ini,negatif
@satusatu4316,2,mudah an film vina ini anggy umbara belajar dari film sebelumnya yang kurang greget soalnya beberapa film sblm nya gak sesuai ekspetasi trailer nya doang yang bagus,positif
@chansan9764,2,bagus,positif
@aryzaikhwaninabilla5593,2,aaaaa yang ditunggu tunggu,positif
@walterfritzzz,2,kerenn moga aja rame nih film,positif
@AnandaPrasetya-jx6ml,2,ngeri sih tapi seru banget kapan sih bakalan tayang,positif
@triasuswatun4951,2,waaaahh baguss kalo diliat dari trailernyaa ada gore nya juga shoot shoot nya pun cakep cant waittt,positif
@abimalhotra39,2,bagus nih gambar jernih dan kelihatan bakalan seru film nya,positif
@Sariyah-dd2tw,2,kenpa sih horor sekrng sadis sadis tidak kya film i can see gost,negatif
@doanprimayuswadi4878,2,mantap,positif
@june9576,2,cant wait to watch the movie,positif
@NasrudinMardiansyah,2,hmm,netral
@REKAMMEDIS-ju8hr,2,kenapa habis temu lalu run ya run  cepat er laa kanmau terbang sama kamu,negatif
@Valax88,2,senang bngt andra jadi pemeran utama walaupun di film pacaran ama pocong,positif
@PonkzPropertys,2,apaan sih,negatif
@NETIZENBRO,2,kek ps dan sebelum iblis menjemput ayat dicampur rumah dara dikittrus di olah deh,netral
@ArmanPotenda,2,film sampah,negatif
@rejekikusugih1360,2,yuni ini kayaknya bakal jadi saingan berat ali dan ratu queens di ffi besok,netral
@teguhqhairie06,2,ada umayy skippppp,negatif
@aldihatmar3556,2,wahh genre horor semakin banyak lama bosan juga apakah orang nonton krn excited atau ada maksud lain ke bioskop,negatif
@MateusSantos-iy1le,2,looks awesome but i cant understand anything,negatif
@machaverage,2,wow,positif
@azkapermana2017,2,sampai saat ini kok di setiap berita di tvdi ytb tidak  ada polisi tindak lanjuti lagi kasus vina ya padahal udah viral film nya loh,negatif
@Wawa123-cy1el,2,alfatihah buat almarhum neng vina semoga allah swt mengampuni segala dosa nya dan diterima segala amal ibadahnyameninggal dalam keadaan husnul khotimah aamiin,positif
@fyhasalimit2704,2,trailernya bagustp jjur gw ga suka editor nyelipin bacaan tasbih dlam agama islam yang diiringi dengan musik horrorpersonal opinion,negatif
@cepiandikatv6124,2,aurel ex jkt,netral
@hanungnugroho5818,2,jangan ditonton filmnya jelek,negatif
@user-nu3ph9pb5v,2,not rekomen  sepanjang nonton kayak ketebak scenenya bakal ngapain pengaturan lagunya juga ga match,negatif
@aespa520,2,film yang buruk komersial hiburan kesenian sama sekali tidak keterampilan penyutradaraan yang biasabiasa saja keterampilan akting aktor dilebihlebihkan seperti serial tv karya siswa bahkan kurang dari menit saya sudah menonton film horor indonesia yang jelek sejauh ini,negatif
@MuhamadRizalAlamsyah,2,film nya kaga jelas ntahlah aku pun tak tau karena belum nonton,negatif
@arfi6032,2,ya horor lagi,negatif
@15harilagi,2,jadi inget kasus cewek diperkosa lalu kemaluannya dimasuki gagang cangkul yang sama sama terjadi ditahun seperti kasus vina ini masih banyak film kisah nyata pembunuhan yang sadis yang juga cocok dijadiin film tapi lebiv bagus film dokumenter kalo film kisah nyata pasti selalu ditambahi bumbu bumbu berlebihan,negatif
@desipaulina7653,2,ubay skip dlu deh,negatif
@serischannel20,2,sumpah keren nih film di tambah menggunakan bahasa jawa serang jaseng yang mungkin belum banyak orang taudan bahasa sundanya wis lah pokone mh mantep trus aje kendor salam wong serang,positif
@teteskeys1863,2,film kopet,negatif
@karaliwattpad4421,2,keren sih dari trailernya,positif
@singgihadjhi946,2,salah satu faktor yang membuat saya pgn nonton film yuni krn ada aurel ex jkt,positif
@Taufikurrahman-Chanel,2,kecewa nonton film ini,negatif
@rifadah,2,kaget kenapa harus ada adegan pantat si cewe sholeha pke kerudung padahal,negatif
@tutikutari4818,2,dr segi alur bedag sabar,positif
@KACUNGIAM2611,2,duh ga sabar,positif
@fauzzmotodaily3856,2,ftv pindah layar doang ini mah cara ngasih bintang nya gimana si,negatif
@muhammadfikri211,2,itu knapa pas ganti baju di kamera cok,negatif
@lsniautamidewi7953,2,bagusss banget filmnyaa,positif
@benedictusbriaan,2,thats actually very interesting gonna see this one,positif
@Aistheisaa,2,trailernyaa aja udah bagus bangetapalagi fullnya wah ga sabar ni mau nonton,positif
@ihsanrazaq4789,2,rumah sinemaku mencoba membuat film horor,positif
@muhanggazulfikar6528,2,ini tuh tipikal horror yang slowburn jdi buat yang gak paham sama alurnya mungkin gak ngerti,netral
@tatinurhayati9101,2,ditunggu bgt niih pake bahasa jawa serang bahasa daerahku,positif
@yourgirl3957,2,cant waittt,positif
@Aleo.Ichiro,2,gw dh nnton tp keknya bakalan ada part nya gw kira bakalan di jelasin lengkap rahasia asal usul keluarganya tp sumpah gw salfok sama art art yang di tembok rumah neneknya siapa seniman nya dayummm art nya bagus,netral
@babssgaming2323,2,ost filmnya apaan yaa,netral
@cakhedychannel8515,2,mantap,positif
@ferdiansyah5039,2,bahasa jasen tidak sunda,netral
@seokminye,2,hantu di posternya mirip hantu di the curse of la lorona,netral
@rizvamaulida9833,2,ini dianyer yah tempatnya,netral
@leon_gnwn,2,kalau dari trilernya si ga menarik wkwk,negatif
@ervinurmelisa7571,2,lah bahasa jaseng pertama kali liat film pake bahasa jaseng,netral
@cirebonkota4082,2,kaya basa cirebon cah ngomonge wkwk,netral
@satibisatibi2531,2,pen nonton tapi ada umaymaleessss,negatif
@Junotocem,2,assalamualaikum warahmatullahi wabarokatu kita bangga jadi wong serang salam hangat dari wong serang hampurane mun ana salah kata,netral
@ummyzubaydach4571,2,ala ala film horor jadul ada adegan nganunya,negatif
@dadijunardi8813,2,ini kan film yang menang di penghargaan di luar negeri wong serang pasti bangga,positif
@diditv4704,2,woylah kaka perempuan gw main di film ini di scene waktu pak damar ngelamar yuni,netral
@favo5237,2,keren bgt,positif
@jokerponsel9699,2,terima kasih ya sudah melindungi vina dari allah taala,positif
@endinayanputri,2,sumpahh ini film nya aku kasi nilai dahh seruuu bangett tauuuu filmnyaa kemarenn habisss nontonn ehh malahh pengen nonton lagii inii rekomendasi bgtt sii buat yang suka film horor tp ga disaranin buat yang kagetann wkwk,positif
@rizkiarum833,2,padahal berharapnya yang difilmkan kisah rumah eyang dijogjasmga alur cerita bs sama kya yang asli klo difilmkn psti viewersnya bnyk kya kkn didesa penari,negatif
@grimoplaywakfupcgame6622,2,film ini demi cuan,negatif
@raniulandari983,2,film ini memang banyak hal yang bisa dipetik ialah soalnya mitos menolak lamaran maka jodoh tidak akan ada lagi mungkin itu bisa membuka pikiran para orang tua bahwa jodoh itu diatur sama yang kuasa bukan dari mitos atau pamali dan mitos itu juga ada dikampung aku,positif
@homeland2710,2,menarik cus ke bioskop,positif
@VOKASINEMA,2,great job nice video,positif
@nawantivironika1389,2,ko kaya gak serem,negatif
@uphilldew,2,plis ini film yang kucarikostumnya itu lohrealistis banget anjmseragam smanyabaju harianitu kayak liat aku sama tetanggaku keseharianbukan yang seragam sma dipendekin roknya,positif
@inisialras,2,detik awal nyasar segmen otak selangkangan ke tengah konservatif setengah akhir liberal sampai ke akhir seru sih kosongin jadwal buat nonton sama nabung nih,netral
@Shintanurc17,2,mantap mengangkat bahasa jaseng plus ada bahasa jaseng alus juga yang disebut bebasan,positif
@MegaReza891,2,kayaknya yang sering di ceritain orang kalau pasar setan seperti pasar pada umum nya cuman pakaian mereka serba kuno dan gak sampai bunuhan deh kalau sudah ke pasar setan jika gak balim lagi ya otomatis jadi penghuni dunia lain masa sampai di bunuh sih,negatif
@Bulankenanga,2,bener bener deh bikin jantungantapi ko ya ramee akhirnya nonton sampe habis sayang kalo di lewatin,positif
@nrhyt14,2,review jujur film temurun alurnya sangat tidak jelas apalagi endingnya intinya sangat diluar ekspetasi,negatif
@ghifariarkan5134,2,bagus banget tolong film ini ditambah penggunaan bahasa jawa serang yang bagus makin bangga,positif
@ferry_achmad,1,wajib nonton,positif
@supersabb,1,ada yang tau judul lagunya di film yuni bagian terakhir yang kembang api,netral
@naufalsaifulislammubarok3419,1,bahasa jaseng mulai mengudara terharu semoga next ada lagi film yang mengangkat kehidupan sosial orang banten,positif
@Ciungwanara3170,1,alhamdulilah kule pas nobar nng bioskop mall of serang sareng pak wakil walikota hbadri filme sangat berpaedah smoga bsa mnginsfirasi para generasi muda salamwongjaseng,positif
@buatlucuaja3265,1,segitu rendah kan pendidikan di indonesia tercinta,negatif
@masangga_,1,untuk film ini ada kemiripan sama basa cirebon jadi saya yang warga cirebon masih paham dengan bahasanya meski dengan dialek yang sedikit berbeda tema yang diangkat dlm film ini cukup berani keren meskipun endingnya sarat dengan unsur eksplisit yang untuk penonton awam bakal bilang gantung,positif
@ahmadrifay7011,1,film nya ga jelas sumpah ngabisin waktu bgt mulai dari keperawanan di kasih ke teman nya bpk guru yang ternyata kemayu bgt ada temen yang lesbi gak jelas cerita nya ngalur ngidul byak contoh yang tidak  terpuji di film ini,negatif
@nananmaulana6265,1,akhirnya tayang juga,positif
@unayahnayah2008,1,bahasa serang banten bangga deh,positif
@rchrch4922,1,semoga ada di netflix kemaren belum sempat nonton soalnya,positif
@khoirulumam-vr4rp,1,saya lahir di serang dan besar di serang terimakasih telah memberikan nostalgia masa kecil dengan bahasa jaseng yang masih alami salam bondolan,positif
@amelliyanaputri5182,1,proud bgt,positif
@BangGhulam,1,eh bentar ada scene yang dicut ya,netral
@ummyrahmatusyifa3099,1,anjir keren weh merinding bgt gw bahasa jaseng dipake wkwk,positif
@alinuri7026,1,jaseng boy,netral
@urhypeboy,1,kasih warning dikit kek kalo bakal ada nunjukkin gore nya jijik rip vina dan eki,negatif
@riccaaulia5539,1,aku kemaren udah lihat bagus filmnya kalo ada lanjutannya lebih mantap,positif
@ibnutamam9638,1,bangga wong tuane kuh lur,positif
@catgotmytongue,1,aku mau nonton ini besooookkkk,positif
@EvaArlini,1,bisa jadi pelajaran dari film ini bagus tapi nggak mesti memperlihatkan keterbukaan begitu kan,negatif
@novelyntambunan4874,1,saya suka film ini membangun ketegangan secara perlahan dan membuat saya berpikir apa yang terjadi selanjutnya saya paling terkejut lihat hantu yang muncul secara tibatiba,positif
@bryanhariyansah4991,1,serem kyk nya inj filmnya tapi story telling nya bagus kyk nya,positif
@flowerlearning,1,film sampah,negatif
@walkingaroundwithzardi2434,1,emang masih ada perjodohan di serang atau cilegon kalau pun ada jarang ini bukan main issuenya main issue nya adalah kemiskinan kemiskinan adalah akar dari semua masalah banyak yang gak bisa lanjut kuliah karna kemiskinan bnyk yang memilih nikah muda karna klo kerja lulusan sma paling jd buruh di pabrik dan akar dari kemiskinan adalah corruption yang terjadi dari level kelurahan sampai ke tingkat mentri mudahan bupati dan walikota serang nonton film ini bukan kebanggaan org serang pak ini adalah sindiran sebenarnya pada pejabat daerah ini agar bisa mensejahtrakan rakyatnya,netral
@cokolatoz4935,1, bagus  local movie,positif
@Pain_killer888,1,masih banyak terjadi ampe sekarang pernikahan anak di bawah tahun di daerah serang dan pandeglang terutama yang perempuan,netral
@fajare2556,1,ost yang awalnya apa,netral
@lingkarselatan1940,1,eey ja sotingna di tempat urg eey di hotel mandalika anyer alus jasun jawa sunda di pake kabeh bahasana asli banten,netral
@selfia1120,1,mau nanya dong gw kan org jawa asli ya trs pas denger bahasa di trailer ini kok kedengarannya kayak bahasa jawa tapi kok gak kayak bahasa jawa sehari yang selalu gw denger ini bahasa apa sih klo boleh tau,netral
@sautpandiangan2895,1,freedom abisss,positif
@ibrahimmudaofficial5571,1,nonton film ini karna masuk fyp katanya setelah nonton nyesal setengah mati film nya tanggung dan gak jelas fix film luar negeri lebih enak ditonton di bioskop,negatif
@queenafayza9906,1,penggunaan bahasa jawa serang dalam film ini cukup bagus tapi pemaksaan penggunaan bahasanya di setiap dialog terlihat kurang pas karena di lingkungan sekolah antara siswa dan guru guru dan guru biasanya pakai bahasa bahasa indonesia tidak pakai bahasa lokal,netral
@sautpandiangan2895,1,ora usah pacarpacaran mending mangan cilok,positif
@specasst7723,1,banyak ngga logis ceritanya kmn ktnya dia anak lugu ga ngerti mslah sex tau dengan tenangnya melakukan zina dengan lelaki yang kayanya jg lugu tapi melakukan dengan tenang di rmh kosong dengan gaya org yang sdh pro film ini jg mengatai hadith bhw suara wanita adalah aurat yang ada bukan mengangkat masy serangbanten walau pake bhs jaseng tp pergaulan liar spt itu bs dibilang sedikit di masy banten yang umumnya agamis,negatif
@farrasdoko4967,1,min taroh di disney ato netflix dong,netral
@bert5582,1,keren siii ga menstrim ngangkat cerita kayagini,positif
@sheilamayaseptia_ps_fpsi1611,1,film nya seruu bgtt saya dah nntn ga akan nyesellll asli,positif
@ferdysaputra3474,1,widih ngomong serang tah iki mantap lur,positif
@lingkarselatan1940,1,hadir warga anyer tempat shooting yuni,positif
@candraajilaksana5346,1,film yang harus di tonton sama para orangtua nih tapi orgtua jaman skrg nontonnya sinetron,positif
@dyah_official5417,1,demi apa mau nangis,netral
@dilamaya1061,1,ini soundtrack nya apa judulnya,netral
@ahmadfadillah3093,1,info dong ada yang tau soundtrack judul film yuni ini yang pas nyanyi di api unggun pas waktu malam itu,netral
@Meida1924,1,islam memiliki solusi untuk masalah neng yuni islam kaffah,positif
@rizkynurhazmi4134,1,ohh bagus sih filmnya rupanya,positif
@johansa1788,1,lagunya apa oyy enak kali,positif
@amyliasyahira3536,1,males nonton pakek bahasa daerah gak fokus nonton sambil baca,negatif
@destatusa601,1,horor horor baru dari trailernya keren banget bujet kudu banget agenda nobar si ini,positif
@budisuryo1984,1,ubay yaaskippp,negatif
@razqahadyanfaza,1,starvision tolong adain nonton bareng lagi dong,positif
@tatangfirmansyah9923,1,gw pikir tuh hantu ibu datengin dewi mulu karna mau ngasih petunjuk untuk pergi dri situberbahaya dan bakalan bantuin mereka anaknya ternyata cmn buat adegan jump scare tidak jelas doangkgk ada kontribusinya hantu ibunyabtw tuh daun bidura buat apaan dahgk guna,negatif
@akbarbarian1211,1,agak riskan ngeremake film legend gini remake dilm prancis posseison,negatif
@vitriviqa8466,1,ampun filmnya diluar expetasinyesel guee nonton sumpah,negatif
@abiehidayat2747,1,terlihat menjanjikan,positif
@putr6568,1,film kaga jelas dari awal alur cerita nya lebih lebih ending nya kaga jelas taik lah,negatif
@akhmadfikri1995,1,film pendek,netral
@Deraa7,1,wahhhh ini yang fav banget sama cerita horror perselingkuhan wajib banget masuk list movie deh secara netijen suka sama alur cerita begini,positif
@Eliza-uq7xb,1,yook cuss nonton lgi buy get mulai hari ini sampe lusa gaiiss,positif
@epoizparadigma8986,1,filem indonesia pasti ada mantap,positif
@azuazhari3961,1,aaaaaaaa serius ini film horor asli bikin penasaran banget semoga aja isinya ngga perkuntian atau perpocongan doang jadi wishlist sih soalnya ada darius juga,positif
@gagarohman2036,1,gambarnya bagus warnanya juga cantik moga ceritanya juga bagus,positif
@gfleejehoon,1,yg idolain darius kalian wajib nonton sihhhhh ini film sepertinya bagus sekali dari alur trs shootnya juga beda cakepppp,positif
@sogenband1916,1,saksikanlah karya musik band kami sogen band lagu nya ada di profil kami,positif
@jennavania,1,excited bgt guaa plis ayo nonton,positif
@svenzdaily,1,jd ingat sebuah kisah dr teman leluhur ibunya punya ingon namun pada garis mbahnya si ibu teman sy tidak mewariskan ingonnya kepada keturunannya akhirnya ingon ini tidak  memiliki tuan namun keluarganya tidak ada yang tau kl si ingon ini masih mengikuti keluarganya dan pada akhirnya ingon ini bisa merasuki si ibu teman sy pada suatu titik hingga saat itu beliau mudah dirasuki hingga setahun lebih dan saat ini sy kurang tau apakah beliau sudah terlepas apa belum,netral
@WindvisionPlusOfficial,1,kok font filmnya sama kayak font kkn di desa penari,negatif
@achmadd9178,1,ga sabar,positif
@LukmanHakim-ob5kr,1,gilaaaaa ini mah horor plus pembunuhanthrilersss,positif
@DediR-rk2cs,1,sumpah film membosankan jagn klian tonton nnt sakit ati,negatif
@18_idabagusputuwibhawamas,1,font lu warna apa bos,netral
@raihanajinannadhifa9632,1,ini apa sih maksudnya,netral
@yunaalmir,1,tgl yak ini ada promo buy get tu agua liat,netral
@arkanaallde,1,gaskeun mau nonton,positif
@zurivareza,1,judulnya kudu bgt pasar setan ini woy ngeri amatt,netral
@faneishaavaa,1,film horror yang dikemas dengan baik jadi super keren,positif
@marioyoung6572,1,film gjelas ini cocok nya jd film drama endingnya gantung film ini,negatif
@Yasminelaila22,1,bakal jadi film horor terbaik indonesia nih,positif
@mellyrismayanti1031,1,excited banget pengen nonton film ini,positif
@DeanMarella,1,gass warr tiketliat dari trailernya aja mantep banget,positif
@adrianiholle4815,1,skip ah ada ubay,negatif
@raflyy2007,1,seru tapii,positif
@Steakgo19,1,udah siap nontonnn bareng ayah ibu si pecinta gunungggg,positif
